recruitment_seq,address_seq1,address_seq2,address_seq3,career_end,career_start,education,major_task,qualifications,text_keyword,check_box_2507,check_box_2707,check_box_2810,check_box_2204,check_box_2205,check_box_2101,check_box_2108,check_box_2201,check_box_2501,check_box_2203,check_box_2109,check_box_2110,check_box_2302,check_box_2104,check_box_2105,check_box_3008,check_box_3099,check_box_2703,check_box_2299,check_box_2102,check_box_keyword_cnt,company_type_seq,supply_kind,employee,company_size,recruit_code,recruit_pop
R01393,3.0,0.0,0.0,38,0,3,2,2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4.0,402.0,525.0,2,0,9
R01394,3.0,0.0,0.0,36,2,2,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4.0,402.0,525.0,2,2,7
R01395,3.0,0.0,0.0,188,104,2,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,100.0,250.0,3,4,9
R01396,3.0,0.0,0.0,311,120,4,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2.0,514.0,20.0,1,0,10
R01397,3.0,0.0,0.0,212,63,3,2,2,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,4,0,7
R01398,3.0,0.0,0.0,222,38,3,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,12
R01399,3.0,0.0,0.0,204,0,2,2,2,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2.0,201.0,60.0,3,0,8
R01400,3.0,5.0,0.0,231,51,3,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,2,9
R01401,3.0,0.0,0.0,144,0,2,2,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,11
R01402,3.0,0.0,0.0,102,0,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,6
R01403,3.0,0.0,0.0,192,0,3,2,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,0,8
R01404,3.0,0.0,0.0,228,76,3,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,6
R01405,3.0,0.0,0.0,126,43,4,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,0,7
R01406,3.0,0.0,0.0,134,0,3,2,2,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,4,0,10
R01407,3.0,0.0,0.0,245,147,4,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,9.0,601.0,120.0,3,4,6
R01408,3.0,0.0,0.0,36,0,3,7,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,402.0,250.0,3,3,6
R01409,3.0,0.0,0.0,213,30,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,7
R01410,3.0,0.0,0.0,79,0,4,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,9
R01411,3.0,0.0,0.0,144,0,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,5
R01412,3.0,0.0,0.0,149,0,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0.0,0.0,0.0,4,3,7
R01413,3.0,0.0,0.0,57,6,3,2,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,1,8
R01414,3.0,0.0,0.0,264,135,2,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,2,8
R01415,3.0,0.0,0.0,180,18,3,2,2,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0.0,0.0,0.0,4,0,7
R01416,3.0,20.0,0.0,221,28,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,6
R01417,3.0,0.0,0.0,130,24,4,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2.0,100.0,420.0,2,0,8
R01418,3.0,0.0,0.0,300,100,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9.0,402.0,20.0,1,3,4
R01419,3.0,0.0,0.0,169,14,3,2,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,9,0.0,0.0,0.0,4,0,12
R01420,3.0,0.0,0.0,234,84,2,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,4
R01421,3.0,0.0,0.0,242,156,2,2,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,9.0,402.0,140.0,3,2,8
R01422,3.0,0.0,0.0,94,13,3,2,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2.0,100.0,145.0,3,1,8
R01423,3.0,0.0,0.0,72,24,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,7
R01424,3.0,0.0,0.0,183,0,3,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,2,13
R01425,3.0,0.0,0.0,194,67,3,2,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,8,0.0,0.0,0.0,4,0,6
R01426,3.0,0.0,0.0,156,24,4,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,0,10
R01427,3.0,0.0,0.0,237,137,3,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,10
R01428,3.0,0.0,0.0,192,109,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,402.0,130.0,3,3,5
R01429,3.0,0.0,0.0,60,0,3,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,8,4.0,402.0,525.0,2,0,10
R01430,3.0,0.0,0.0,234,48,4,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2.0,402.0,590.0,2,0,9
R01431,3.0,0.0,0.0,185,0,2,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4.0,402.0,150.0,3,4,32
R01432,3.0,0.0,0.0,96,24,3,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,5
R01433,3.0,0.0,0.0,219,145,2,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,514.0,20.0,1,4,7
R01434,3.0,0.0,0.0,300,78,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,5
R01435,3.0,0.0,0.0,84,24,4,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,402.0,41.0,1,0,6
R01436,3.0,0.0,0.0,219,27,3,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,6
R01437,3.0,0.0,0.0,65,0,3,8,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,7
R01438,3.0,0.0,0.0,147,16,4,2,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,4,0,8
R01439,3.0,0.0,0.0,171,82,3,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0.0,0.0,0.0,4,0,4
R01440,3.0,0.0,0.0,170,12,3,2,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2.0,402.0,500.0,2,2,9
R01441,3.0,0.0,0.0,199,66,4,2,1,6,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,4,2,7
R01442,3.0,0.0,0.0,195,36,3,2,2,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,4,0,9
R01443,3.0,0.0,0.0,132,0,4,8,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.0,402.0,800.0,2,3,9
R01444,3.0,0.0,0.0,235,51,2,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,4,0,14
R01445,3.0,0.0,0.0,240,0,3,2,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,402.0,97.0,3,2,20
R01446,3.0,0.0,0.0,276,52,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,8
R01447,3.0,0.0,0.0,54,0,3,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,2,6
R01448,3.0,0.0,0.0,117,16,4,2,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,4,0,8
R01449,3.0,0.0,0.0,204,90,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.0,402.0,0.0,1,3,7
R01450,3.0,0.0,0.0,264,45,4,2,1,6,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,9.0,508.0,3.0,1,2,12
R01451,3.0,0.0,0.0,161,51,4,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5.0,402.0,300.0,3,0,7
R01452,3.0,0.0,0.0,181,12,2,2,2,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,4,0,10
R01453,3.0,0.0,0.0,113,12,3,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,5
R01454,3.0,0.0,0.0,108,36,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,5
R01455,3.0,0.0,0.0,198,48,2,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,4,0,11
R01456,3.0,0.0,0.0,101,0,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,9
R01457,3.0,0.0,0.0,264,6,3,2,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,2,9
R01458,3.0,0.0,0.0,135,0,3,2,2,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,23
R01459,3.0,0.0,0.0,168,4,4,2,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,9
R01460,3.0,0.0,0.0,168,12,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,4,3,8
R01461,3.0,0.0,0.0,72,29,2,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4.0,402.0,150.0,3,0,5
R01462,3.0,0.0,0.0,164,0,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.0,402.0,310.0,2,2,6
R01463,3.0,0.0,0.0,107,12,3,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2.0,402.0,500.0,2,0,10
R01464,3.0,0.0,0.0,183,0,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,402.0,60.0,3,3,4
R01465,3.0,0.0,0.0,70,0,2,2,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,2,6
R01466,3.0,0.0,0.0,68,0,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.0,402.0,150.0,3,3,7
R01467,3.0,0.0,0.0,264,9,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,100.0,250.0,3,3,7
R01468,3.0,0.0,0.0,129,6,4,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.0,402.0,525.0,2,3,11
R01469,3.0,0.0,0.0,137,44,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,7
R01470,3.0,0.0,0.0,150,12,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,100.0,200.0,3,3,6
R01471,3.0,0.0,0.0,200,26,3,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.0,402.0,500.0,2,2,11
R01472,3.0,0.0,0.0,120,43,4,2,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,4,0,4
R01473,3.0,0.0,0.0,100,0,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,7
R01474,3.0,0.0,0.0,78,22,3,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,1,4
R01475,3.0,0.0,0.0,144,12,2,2,2,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,4,0,17
R01476,5.0,0.0,0.0,181,0,2,2,2,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,4
R01477,3.0,0.0,0.0,54,6,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,5
R01478,3.0,0.0,0.0,109,0,4,2,2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,0,6
R01479,3.0,0.0,0.0,170,51,3,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,0,8
R01480,3.0,0.0,0.0,192,85,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0.0,0.0,0.0,4,3,9
R01481,3.0,0.0,0.0,180,0,4,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.0,402.0,525.0,2,3,13
R01482,3.0,0.0,0.0,187,48,4,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2.0,402.0,590.0,2,0,13
R01483,3.0,0.0,0.0,110,18,3,2,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,7
R01484,3.0,0.0,0.0,313,150,2,2,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,10,0.0,0.0,0.0,4,0,7
R01485,3.0,0.0,0.0,138,12,3,2,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,1,6
R01486,3.0,0.0,0.0,148,14,3,2,2,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,2,7
R01487,3.0,0.0,0.0,24,0,2,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,100.0,200.0,3,3,7
R01488,3.0,0.0,0.0,99,0,4,2,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,2,23
R01489,3.0,0.0,0.0,293,0,3,2,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,100.0,250.0,3,4,20
R01490,3.0,0.0,0.0,272,61,4,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,6,0.0,0.0,0.0,4,0,14
R01491,3.0,0.0,0.0,131,0,4,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.0,402.0,525.0,2,3,6
R01492,3.0,0.0,0.0,108,0,4,2,2,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,4,0,6
R01493,3.0,0.0,0.0,276,52,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,6
R01494,3.0,0.0,0.0,207,38,3,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,2,11
R01495,3.0,0.0,0.0,136,0,2,2,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2.0,100.0,100.0,3,0,6
R01496,3.0,0.0,0.0,37,4,3,2,2,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,2,2
R01497,3.0,0.0,0.0,213,0,4,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.0,402.0,525.0,2,3,10
R01498,3.0,0.0,0.0,252,47,3,2,1,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,2,11
R01499,3.0,0.0,0.0,144,0,3,2,2,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2.0,402.0,41.0,1,0,8
R01500,3.0,0.0,0.0,72,0,3,7,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,2,5
R01501,3.0,0.0,0.0,192,0,3,2,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,11
R01502,3.0,0.0,0.0,150,38,3,2,2,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,10
R01503,3.0,0.0,0.0,308,32,4,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,12
R01504,3.0,0.0,0.0,8,0,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0.0,0.0,0.0,4,3,4
R01505,3.0,0.0,0.0,77,0,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,7
R01506,3.0,0.0,0.0,91,17,4,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,2,6
R01507,3.0,0.0,0.0,96,5,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2.0,402.0,90.0,3,2,7
R01508,3.0,0.0,0.0,252,24,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,3,24
R01509,3.0,0.0,0.0,300,17,2,2,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,10,0.0,0.0,0.0,4,0,11
R01510,3.0,0.0,0.0,140,0,4,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7.0,402.0,42.0,1,4,7
R01511,3.0,0.0,0.0,127,16,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,5,0.0,0.0,0.0,4,0,10
R01512,0.0,0.0,0.0,80,36,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9.0,402.0,20.0,1,3,6
R01513,3.0,0.0,0.0,62,0,2,2,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,2,8
R01514,3.0,0.0,0.0,228,16,3,2,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0.0,0.0,0.0,4,0,7
R01515,3.0,0.0,0.0,288,180,4,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,2.0,514.0,20.0,1,0,9
R01516,3.0,0.0,0.0,70,0,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,8
R01517,3.0,0.0,0.0,76,39,3,2,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,5.0,100.0,1600.0,0,0,2
R01518,3.0,0.0,0.0,76,0,3,2,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0.0,0.0,0.0,4,4,14
R01519,3.0,0.0,0.0,108,24,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,402.0,60.0,3,3,8
R01520,3.0,0.0,0.0,90,60,3,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,402.0,90.0,3,2,3
R01521,3.0,0.0,0.0,101,25,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,5
R01522,3.0,0.0,0.0,119,0,4,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,402.0,130.0,3,0,10
R01523,3.0,0.0,0.0,192,48,3,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,402.0,40.0,1,4,6
R01524,3.0,0.0,0.0,76,33,4,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4.0,402.0,525.0,2,0,6
R01525,3.0,0.0,0.0,144,89,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,3
R01526,3.0,0.0,0.0,156,34,4,2,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,402.0,41.0,1,2,4
R01527,3.0,0.0,0.0,72,0,4,2,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,4,0,13
R01528,3.0,0.0,0.0,84,0,2,8,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0.0,0.0,0.0,4,2,23
R01529,3.0,0.0,0.0,99,12,2,2,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,7,9.0,515.0,9.0,1,0,8
R01530,3.0,0.0,0.0,163,11,4,2,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,7,4.0,402.0,130.0,3,0,7
R01531,3.0,0.0,0.0,75,0,4,2,2,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,4,0,8
R01532,3.0,0.0,0.0,150,41,3,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,0,7
R01533,3.0,0.0,0.0,181,33,4,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,514.0,20.0,1,0,10
R01534,3.0,0.0,0.0,131,58,3,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,6
R01535,3.0,0.0,0.0,156,12,3,2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,4,0,26
R01536,3.0,0.0,0.0,228,168,2,2,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,10,2.0,514.0,20.0,1,0,4
R01537,3.0,0.0,0.0,213,12,4,2,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0.0,0.0,0.0,4,4,10
R01538,3.0,0.0,0.0,159,12,4,2,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,5.0,402.0,1000.0,2,0,23
R01539,3.0,0.0,0.0,181,93,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2.0,100.0,145.0,3,3,6
R01540,3.0,0.0,0.0,99,0,2,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,0,15
R01541,3.0,0.0,0.0,96,0,4,2,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,100.0,200.0,3,3,6
R01542,3.0,0.0,0.0,168,0,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,7
R01543,3.0,0.0,0.0,180,62,2,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,2,5
R01544,3.0,0.0,0.0,189,48,4,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,9
R01545,3.0,0.0,0.0,215,48,4,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,7
R01546,5.0,0.0,0.0,192,74,4,2,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,4
R01547,3.0,0.0,0.0,152,18,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,10
R01548,3.0,0.0,0.0,144,26,2,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,4
