recruitment_seq,address_seq1,address_seq2,address_seq3,career_end,career_start,education,major_task,qualifications,text_keyword,check_box_keyword_cnt,company_type_seq,supply_kind,employee,company_size,recruit_code
R01624,3.0,0.0,0.0,0,0,3,2,1,1,5,2.0,402.0,90.0,3,2
R01625,3.0,0.0,0.0,0,0,2,2,2,1,5,0.0,0.0,0.0,4,0
R01626,3.0,0.0,0.0,0,0,3,2,1,1,2,0.0,0.0,0.0,4,3
R01627,3.0,0.0,0.0,0,0,2,2,1,1,5,0.0,0.0,0.0,4,0
R01628,3.0,0.0,0.0,0,0,2,2,1,1,9,0.0,0.0,0.0,4,0
R01629,3.0,0.0,0.0,0,0,3,2,1,1,7,2.0,402.0,90.0,3,2
R01630,3.0,0.0,0.0,0,0,4,2,1,1,5,2.0,402.0,90.0,3,2
R01631,3.0,0.0,0.0,0,0,2,2,2,1,11,0.0,0.0,0.0,4,0
R01632,3.0,0.0,0.0,0,0,2,2,2,8,5,2.0,100.0,250.0,3,0
R01633,3.0,0.0,0.0,0,0,2,2,1,0,4,2.0,402.0,60.0,3,0
R01634,3.0,0.0,0.0,0,0,3,2,1,1,4,0.0,0.0,0.0,4,4
R01635,3.0,0.0,0.0,0,0,3,2,1,1,3,0.0,0.0,0.0,4,3
R01636,3.0,0.0,0.0,0,0,2,2,2,4,2,0.0,0.0,0.0,4,3
R01637,3.0,0.0,0.0,0,0,2,2,2,1,5,0.0,0.0,0.0,4,0
R01638,3.0,0.0,0.0,0,0,2,8,1,7,2,2.0,402.0,41.0,1,2
R01639,3.0,0.0,0.0,0,0,4,7,1,1,3,2.0,402.0,590.0,2,3
R01640,3.0,0.0,0.0,0,0,3,2,2,1,2,0.0,0.0,0.0,4,3
R01641,3.0,0.0,0.0,0,0,2,2,1,1,3,0.0,0.0,0.0,4,3
R01642,3.0,0.0,0.0,0,0,3,2,1,1,2,0.0,0.0,0.0,4,3
R01643,3.0,0.0,0.0,0,0,3,2,2,8,5,2.0,100.0,100.0,3,0
R01644,3.0,0.0,0.0,0,0,4,2,1,1,4,0.0,0.0,0.0,4,2
R01645,3.0,0.0,0.0,0,0,3,2,1,1,5,0.0,0.0,0.0,4,0
R01646,3.0,0.0,0.0,0,0,4,2,1,1,4,0.0,0.0,0.0,4,0
R01647,3.0,0.0,0.0,0,0,4,8,1,1,2,2.0,402.0,590.0,2,3
R01648,3.0,0.0,0.0,0,0,2,2,2,1,8,0.0,0.0,0.0,4,0
R01649,3.0,0.0,0.0,0,0,4,2,1,1,9,0.0,0.0,0.0,4,0
R01650,3.0,0.0,0.0,0,0,3,2,1,1,6,2.0,402.0,41.0,1,0
R01651,3.0,0.0,0.0,0,0,4,2,2,1,4,0.0,0.0,0.0,4,4
R01652,3.0,0.0,0.0,0,0,2,2,1,7,3,4.0,402.0,525.0,2,2
R01653,3.0,0.0,0.0,0,0,2,2,1,6,4,0.0,0.0,0.0,4,4
R01654,3.0,0.0,0.0,0,0,4,2,1,1,5,0.0,0.0,0.0,4,0
R01655,3.0,0.0,0.0,0,0,2,2,1,1,5,0.0,0.0,0.0,4,0
R01656,3.0,0.0,0.0,0,0,3,2,1,1,4,2.0,100.0,100.0,3,4
R01657,3.0,0.0,0.0,0,0,4,2,2,1,1,0.0,0.0,0.0,4,2
R01658,3.0,0.0,0.0,0,0,3,2,1,1,8,0.0,0.0,0.0,4,0
R01659,3.0,0.0,0.0,0,0,3,2,1,1,7,0.0,0.0,0.0,4,0
R01660,3.0,5.0,0.0,0,0,4,2,1,1,4,0.0,0.0,0.0,4,2
R01661,3.0,0.0,0.0,0,0,3,2,2,1,2,2.0,100.0,180.0,3,3
R01662,3.0,0.0,0.0,0,0,4,2,1,1,6,0.0,0.0,0.0,4,0
R01663,3.0,0.0,0.0,0,0,3,2,2,1,2,0.0,0.0,0.0,4,2
R01664,3.0,0.0,0.0,0,0,4,2,2,3,3,0.0,0.0,0.0,4,1
R01665,3.0,0.0,0.0,0,0,4,2,2,0,4,2.0,402.0,590.0,2,0
R01666,3.0,0.0,0.0,0,0,2,2,1,1,6,0.0,0.0,0.0,4,0
R01667,3.0,0.0,0.0,0,0,4,2,1,1,5,2.0,514.0,20.0,1,0
R01668,3.0,0.0,0.0,0,0,4,2,2,1,5,2.0,100.0,270.0,3,1
R01669,5.0,0.0,0.0,0,0,4,2,2,1,4,0.0,0.0,0.0,4,0
R01670,3.0,0.0,0.0,0,0,3,2,2,1,3,2.0,402.0,10.0,1,2
R01671,3.0,0.0,0.0,0,0,3,2,1,7,3,2.0,201.0,10.0,1,2
R01672,3.0,0.0,0.0,0,0,2,2,2,1,2,0.0,0.0,0.0,4,3
R01673,3.0,0.0,0.0,0,0,3,2,1,1,3,4.0,402.0,525.0,2,2
R01674,3.0,0.0,0.0,0,0,2,2,2,1,2,0.0,0.0,0.0,4,3
R01675,3.0,0.0,0.0,0,0,4,2,1,1,6,5.0,402.0,300.0,3,0
R01676,3.0,0.0,0.0,0,0,3,2,1,1,4,0.0,0.0,0.0,4,4
R01677,3.0,0.0,0.0,0,0,3,2,2,1,5,0.0,0.0,0.0,4,0
R01678,3.0,0.0,0.0,0,0,3,2,1,1,8,0.0,0.0,0.0,4,0
R01679,3.0,0.0,0.0,0,0,2,2,1,1,5,0.0,0.0,0.0,4,0
R01680,3.0,0.0,0.0,0,0,3,2,2,1,4,0.0,0.0,0.0,4,4
R01681,3.0,0.0,0.0,0,0,4,2,1,1,4,2.0,402.0,60.0,3,0
R01682,3.0,0.0,0.0,0,0,4,2,1,1,5,0.0,0.0,0.0,4,0
R01683,3.0,0.0,0.0,0,0,3,2,1,8,4,0.0,0.0,0.0,4,4
R01684,3.0,0.0,0.0,0,0,2,2,1,1,5,2.0,402.0,60.0,3,0
R01685,3.0,0.0,0.0,0,0,2,2,1,1,3,0.0,0.0,0.0,4,3
R01686,3.0,0.0,0.0,0,0,2,2,2,1,3,0.0,0.0,0.0,4,2
R01687,3.0,5.0,0.0,0,0,3,8,1,1,3,0.0,0.0,0.0,4,3
R01688,3.0,0.0,0.0,0,0,2,2,1,1,4,2.0,201.0,10.0,1,4
R01689,3.0,0.0,0.0,0,0,4,2,1,0,4,0.0,0.0,0.0,4,2
R01690,3.0,0.0,0.0,0,0,3,2,1,1,3,2.0,100.0,200.0,3,3
R01691,3.0,0.0,0.0,0,0,2,2,1,1,3,0.0,0.0,0.0,4,3
R01692,3.0,0.0,0.0,0,0,2,2,2,6,5,0.0,0.0,0.0,4,0
R01693,3.0,0.0,0.0,0,0,3,2,1,1,5,4.0,402.0,525.0,2,2
R01694,3.0,0.0,0.0,0,0,3,2,2,1,1,4.0,402.0,32.0,1,3
R01695,3.0,0.0,0.0,0,0,2,2,2,1,4,0.0,0.0,0.0,4,2
R01696,3.0,0.0,0.0,0,0,2,2,1,1,5,0.0,0.0,0.0,4,0
R01697,3.0,0.0,0.0,0,0,2,2,1,1,2,0.0,0.0,0.0,4,3
R01698,3.0,0.0,0.0,0,0,2,2,1,1,5,0.0,0.0,0.0,4,0
R01699,3.0,0.0,0.0,0,0,2,2,1,1,2,2.0,100.0,145.0,3,2
R01700,3.0,0.0,0.0,0,0,4,2,2,1,2,2.0,402.0,250.0,3,3
R01701,3.0,0.0,0.0,0,0,2,2,2,1,5,0.0,0.0,0.0,4,0
R01702,3.0,0.0,0.0,0,0,4,8,1,1,3,0.0,0.0,0.0,4,2
R01703,3.0,0.0,0.0,0,0,4,2,1,1,4,0.0,0.0,0.0,4,0
R01704,3.0,0.0,0.0,0,0,2,2,2,1,4,0.0,0.0,0.0,4,4
R01705,3.0,0.0,0.0,0,0,2,7,0,1,3,0.0,0.0,0.0,4,3
R01706,3.0,0.0,0.0,0,0,2,2,2,1,8,2.0,402.0,97.0,3,0
R01707,3.0,0.0,0.0,0,0,3,2,1,1,2,0.0,0.0,0.0,4,3
R01708,3.0,0.0,0.0,0,0,3,2,1,1,2,2.0,402.0,310.0,2,3
R01709,3.0,0.0,0.0,0,0,3,2,2,1,8,2.0,100.0,200.0,3,0
R01710,3.0,0.0,0.0,0,0,4,2,1,1,4,0.0,0.0,0.0,4,1
R01711,5.0,0.0,0.0,0,0,3,2,1,1,4,0.0,0.0,0.0,4,2
R01712,3.0,0.0,0.0,0,0,3,2,2,1,5,2.0,100.0,100.0,3,0
R01713,3.0,0.0,0.0,0,0,3,2,1,1,6,0.0,0.0,0.0,4,0
R01714,3.0,0.0,0.0,0,0,3,2,2,1,4,0.0,0.0,0.0,4,4
R01715,3.0,0.0,0.0,0,0,3,2,1,1,4,0.0,0.0,0.0,4,2
R01716,3.0,0.0,0.0,0,0,2,2,2,1,7,0.0,0.0,0.0,4,0
R01717,3.0,0.0,0.0,0,0,2,2,1,1,3,0.0,0.0,0.0,4,3
R01718,3.0,0.0,0.0,0,0,2,2,2,1,2,2.0,201.0,160.0,3,3
R01719,3.0,0.0,0.0,0,0,4,2,2,1,7,2.0,402.0,390.0,2,0
R01720,3.0,0.0,0.0,0,0,3,2,1,1,4,0.0,0.0,0.0,4,2
R01721,3.0,0.0,0.0,0,0,2,2,1,1,3,0.0,0.0,0.0,4,2
R01722,3.0,0.0,0.0,0,0,3,2,2,1,2,2.0,402.0,41.0,1,2
R01723,3.0,0.0,0.0,0,0,3,2,1,8,4,0.0,0.0,0.0,4,4
R01724,3.0,0.0,0.0,0,0,2,2,2,3,6,0.0,0.0,0.0,4,0
R01725,3.0,0.0,0.0,0,0,4,2,1,1,5,0.0,0.0,0.0,4,0
R01726,3.0,0.0,0.0,0,0,3,2,1,1,4,4.0,402.0,150.0,3,4
R01727,3.0,0.0,0.0,0,0,3,2,1,1,1,0.0,0.0,0.0,4,3
R01728,3.0,0.0,0.0,0,0,3,2,2,1,5,0.0,0.0,0.0,4,2
R01729,3.0,0.0,0.0,0,0,3,2,1,1,6,0.0,0.0,0.0,4,4
R01730,3.0,0.0,0.0,0,0,4,2,1,1,2,0.0,0.0,0.0,4,3
R01731,3.0,0.0,0.0,0,0,2,2,2,1,6,0.0,0.0,0.0,4,2
R01732,3.0,0.0,0.0,0,0,4,2,1,1,5,0.0,0.0,0.0,4,0
R01733,3.0,0.0,0.0,0,0,4,2,2,8,1,0.0,0.0,0.0,4,4
R01734,3.0,0.0,0.0,0,0,2,2,1,1,2,2.0,402.0,100.0,3,2
R01735,3.0,0.0,0.0,0,0,3,2,1,1,2,0.0,0.0,0.0,4,3
R01736,3.0,0.0,0.0,0,0,3,2,2,1,4,0.0,0.0,0.0,4,2
R01737,3.0,0.0,0.0,0,0,4,2,2,1,8,0.0,0.0,0.0,4,0
R01738,3.0,0.0,0.0,0,0,3,2,1,1,6,2.0,402.0,90.0,3,0
R01739,3.0,0.0,0.0,0,0,4,2,1,0,4,0.0,0.0,0.0,4,0
R01740,3.0,0.0,0.0,0,0,4,2,1,1,6,2.0,402.0,41.0,1,0
R01741,3.0,0.0,0.0,0,0,3,2,1,8,4,0.0,0.0,0.0,4,4
R01742,3.0,0.0,0.0,0,0,2,2,1,1,5,0.0,0.0,0.0,4,0
R01743,3.0,0.0,0.0,0,0,3,2,2,1,4,2.0,514.0,20.0,1,0
R01744,3.0,0.0,0.0,0,0,4,2,1,8,5,0.0,0.0,0.0,4,0
R01745,3.0,0.0,0.0,0,0,2,2,1,8,5,0.0,0.0,0.0,4,0
R01746,3.0,0.0,0.0,0,0,3,2,1,1,2,0.0,0.0,0.0,4,3
R01747,3.0,0.0,0.0,0,0,3,8,1,1,2,0.0,0.0,0.0,4,3
R01748,3.0,0.0,0.0,0,0,2,8,1,1,3,2.0,402.0,8.0,1,3
R01749,3.0,0.0,0.0,0,0,4,2,2,1,8,0.0,0.0,0.0,4,2
R01750,3.0,0.0,0.0,0,0,4,2,1,1,3,2.0,514.0,20.0,1,1
R01751,3.0,0.0,0.0,0,0,3,2,1,1,4,0.0,0.0,0.0,4,0
R01752,3.0,0.0,0.0,0,0,4,2,2,6,3,0.0,0.0,0.0,4,1
R01753,3.0,0.0,0.0,0,0,3,2,2,0,4,2.0,100.0,180.0,3,0
R01754,3.0,0.0,0.0,0,0,3,2,1,1,7,2.0,402.0,90.0,3,2
R01755,3.0,0.0,0.0,0,0,4,2,1,1,4,2.0,514.0,20.0,1,4
R01756,3.0,0.0,0.0,0,0,4,2,1,1,2,0.0,0.0,0.0,4,3
R01757,3.0,0.0,0.0,0,0,4,2,2,1,2,2.0,402.0,98.0,3,3
R01758,3.0,0.0,0.0,0,0,3,2,1,8,4,0.0,0.0,0.0,4,4
R01759,3.0,0.0,0.0,0,0,2,2,2,1,5,2.0,402.0,41.0,1,2
R01760,3.0,0.0,0.0,0,0,4,2,1,1,4,0.0,0.0,0.0,4,0
R01761,3.0,0.0,0.0,0,0,3,2,1,1,1,0.0,0.0,0.0,4,2
R01762,3.0,0.0,0.0,0,0,4,2,1,1,4,2.0,402.0,260.0,3,0
R01763,3.0,0.0,0.0,0,0,4,2,1,1,6,2.0,514.0,20.0,1,0
R01764,3.0,0.0,0.0,0,0,2,2,2,1,2,4.0,402.0,120.0,3,3
R01765,3.0,0.0,0.0,0,0,3,2,1,1,4,2.0,100.0,145.0,3,4
R01766,3.0,0.0,0.0,0,0,4,2,2,1,5,2.0,402.0,40.0,1,0
R01767,3.0,0.0,0.0,0,0,4,2,1,1,6,0.0,0.0,0.0,4,2
R01768,3.0,0.0,0.0,0,0,4,2,1,1,3,4.0,402.0,60.0,3,2
R01769,3.0,0.0,0.0,0,0,2,2,1,1,4,0.0,0.0,0.0,4,4
R01770,3.0,0.0,0.0,0,0,3,2,2,1,4,0.0,0.0,0.0,4,4
R01771,3.0,0.0,0.0,0,0,3,2,2,1,6,0.0,0.0,0.0,4,0
R01772,3.0,0.0,0.0,0,0,4,2,2,1,7,0.0,0.0,0.0,4,0
R01773,3.0,0.0,0.0,0,0,3,2,1,1,2,2.0,100.0,270.0,3,3
R01774,3.0,0.0,0.0,0,0,2,2,1,1,3,0.0,0.0,0.0,4,3
R01775,3.0,0.0,0.0,0,0,4,2,1,1,3,7.0,501.0,100.0,3,4
R01776,3.0,0.0,0.0,0,0,2,2,1,1,4,2.0,402.0,60.0,3,4
R01777,3.0,0.0,0.0,0,0,3,2,1,1,2,0.0,0.0,0.0,4,3
R01778,3.0,0.0,0.0,0,0,4,2,1,1,7,0.0,0.0,0.0,4,0
R01779,5.0,0.0,0.0,0,0,4,7,1,1,5,0.0,0.0,0.0,4,2
R01780,3.0,0.0,0.0,0,0,3,2,1,1,3,0.0,0.0,0.0,4,3
R01781,3.0,0.0,0.0,0,0,4,2,1,1,4,0.0,0.0,0.0,4,0
R01782,3.0,0.0,0.0,0,0,3,2,1,1,1,2.0,402.0,41.0,1,3
R01783,3.0,0.0,0.0,0,0,4,2,2,1,5,0.0,0.0,0.0,4,0
R01784,3.0,0.0,0.0,0,0,4,2,1,1,5,0.0,0.0,0.0,4,0
R01785,3.0,0.0,0.0,0,0,4,2,1,1,5,5.0,402.0,300.0,3,0
R01786,3.0,0.0,0.0,0,0,3,2,1,1,4,2.0,100.0,100.0,3,4
R01787,3.0,0.0,0.0,0,0,3,2,1,1,2,0.0,0.0,0.0,4,3
R01788,3.0,0.0,0.0,0,0,3,2,2,0,4,0.0,0.0,0.0,4,0
R01789,3.0,0.0,0.0,0,0,2,2,2,1,8,4.0,402.0,70.0,3,0
R01790,3.0,0.0,0.0,0,0,3,2,1,1,7,0.0,0.0,0.0,4,0
R01791,3.0,0.0,0.0,0,0,3,8,2,1,3,2.0,402.0,90.0,3,3
R01792,3.0,0.0,0.0,0,0,3,2,1,1,6,0.0,0.0,0.0,4,0
R01793,3.0,0.0,0.0,0,0,4,7,1,4,3,0.0,0.0,0.0,4,2
R01794,3.0,0.0,0.0,0,0,2,2,1,1,4,0.0,0.0,0.0,4,4
R01795,20.0,0.0,0.0,0,0,4,2,1,1,4,0.0,0.0,0.0,4,2
R01796,3.0,0.0,0.0,0,0,3,7,1,1,4,7.0,100.0,30.0,1,4
R01797,3.0,0.0,0.0,0,0,4,2,1,1,4,0.0,0.0,0.0,4,0
R01798,3.0,0.0,0.0,0,0,3,2,1,1,4,0.0,0.0,0.0,4,0
R01799,3.0,0.0,0.0,0,0,3,2,2,1,4,0.0,0.0,0.0,4,0
R01800,3.0,0.0,0.0,0,0,2,2,2,1,8,0.0,0.0,0.0,4,0
R01801,3.0,0.0,0.0,0,0,2,2,1,1,3,2.0,402.0,20.0,1,3
R01802,3.0,0.0,0.0,0,0,4,2,0,1,4,0.0,0.0,0.0,4,0
R01803,3.0,0.0,0.0,0,0,3,2,1,1,2,2.0,402.0,60.0,3,3
R01804,3.0,0.0,0.0,0,0,2,2,2,1,2,2.0,100.0,270.0,3,3
R01805,3.0,0.0,0.0,0,0,3,2,1,1,2,0.0,0.0,0.0,4,3
R01806,3.0,0.0,0.0,0,0,4,2,1,1,4,0.0,0.0,0.0,4,2
R01807,3.0,0.0,0.0,0,0,3,2,2,1,2,0.0,0.0,0.0,4,3
R01808,3.0,0.0,0.0,0,0,3,2,2,1,2,0.0,0.0,0.0,4,3
R01809,3.0,0.0,0.0,0,0,3,2,2,1,2,0.0,0.0,0.0,4,3
R01810,3.0,0.0,0.0,0,0,3,2,2,1,4,2.0,402.0,40.0,1,4
R01811,3.0,0.0,0.0,0,0,2,2,2,1,2,0.0,0.0,0.0,4,3
R01812,3.0,0.0,0.0,0,0,3,2,1,1,7,4.0,402.0,525.0,2,0
R01813,3.0,0.0,0.0,0,0,2,2,1,1,4,0.0,0.0,0.0,4,0
R01814,3.0,0.0,0.0,0,0,2,8,2,1,3,0.0,0.0,0.0,4,2
R01815,3.0,0.0,0.0,0,0,3,2,1,0,4,2.0,402.0,90.0,3,0
R01816,3.0,0.0,0.0,0,0,3,2,1,1,9,0.0,0.0,0.0,4,2
R01817,3.0,0.0,0.0,0,0,3,8,1,1,5,2.0,402.0,41.0,1,0
R01818,3.0,0.0,0.0,0,0,3,7,1,1,2,0.0,0.0,0.0,4,3
R01819,3.0,0.0,0.0,0,0,2,2,1,7,3,2.0,402.0,590.0,2,2
R01820,3.0,0.0,0.0,0,0,3,2,1,1,3,0.0,0.0,0.0,4,2
R01821,3.0,0.0,0.0,0,0,3,2,1,1,4,0.0,0.0,0.0,4,4
R01822,3.0,0.0,0.0,0,0,3,2,1,1,2,0.0,0.0,0.0,4,3
R01823,3.0,0.0,0.0,0,0,2,2,1,1,4,0.0,0.0,0.0,4,0
R01824,3.0,0.0,0.0,0,0,3,2,1,1,4,0.0,0.0,0.0,4,4
R01825,3.0,0.0,0.0,0,0,3,2,1,1,4,0.0,0.0,0.0,4,2
R01826,3.0,0.0,0.0,0,0,3,2,1,0,4,0.0,0.0,0.0,4,0
R01827,3.0,0.0,0.0,0,0,2,2,1,1,3,4.0,402.0,150.0,3,2
R01828,3.0,0.0,0.0,0,0,3,2,1,1,4,0.0,0.0,0.0,4,4
R01829,3.0,0.0,0.0,0,0,3,7,1,1,3,0.0,0.0,0.0,4,2
R01830,3.0,0.0,0.0,0,0,2,2,2,1,5,0.0,0.0,0.0,4,0
R01831,3.0,0.0,0.0,0,0,4,2,2,1,8,0.0,0.0,0.0,4,0
R01832,3.0,0.0,0.0,0,0,4,2,1,1,5,2.0,514.0,20.0,1,0
R01833,5.0,0.0,0.0,0,0,3,2,1,1,5,0.0,0.0,0.0,4,0
R01834,3.0,0.0,0.0,0,0,2,2,1,1,3,0.0,0.0,0.0,4,3
R01835,3.0,0.0,0.0,0,0,3,2,1,6,4,0.0,0.0,0.0,4,4
R01836,3.0,0.0,0.0,0,0,2,2,1,8,4,7.0,402.0,50.0,1,4
R01837,3.0,0.0,0.0,0,0,4,2,1,1,7,0.0,0.0,0.0,4,0
R01838,5.0,0.0,0.0,0,0,2,2,1,1,4,0.0,0.0,0.0,4,0
R01839,3.0,0.0,0.0,0,0,3,2,2,1,2,2.0,100.0,200.0,3,2
R01840,3.0,0.0,0.0,0,0,2,2,1,1,5,0.0,0.0,0.0,4,0
R01841,3.0,0.0,0.0,0,0,3,2,2,1,3,4.0,402.0,150.0,3,2
R01842,3.0,0.0,0.0,0,0,3,2,2,0,4,0.0,0.0,0.0,4,0
R01843,3.0,0.0,0.0,0,0,2,2,1,1,3,9.0,508.0,40.0,1,2
R01844,3.0,0.0,0.0,0,0,3,2,1,8,5,0.0,0.0,0.0,4,0
R01845,3.0,0.0,0.0,0,0,4,2,1,1,4,5.0,402.0,300.0,3,4
R01846,3.0,0.0,0.0,0,0,2,2,1,1,7,0.0,0.0,0.0,4,0
R01847,3.0,0.0,0.0,0,0,3,2,1,1,4,0.0,0.0,0.0,4,4
R01848,3.0,0.0,0.0,0,0,3,2,2,1,5,0.0,0.0,0.0,4,0
R01849,3.0,0.0,0.0,0,0,3,2,1,1,2,2.0,100.0,200.0,3,3
R01850,3.0,0.0,0.0,0,0,4,2,1,1,4,2.0,514.0,20.0,1,2
R01851,3.0,0.0,0.0,0,0,3,2,2,1,4,0.0,0.0,0.0,4,2
R01852,3.0,0.0,0.0,0,0,3,2,1,1,4,0.0,0.0,0.0,4,4
R01853,3.0,0.0,0.0,0,0,2,2,2,1,4,0.0,0.0,0.0,4,4
R01854,3.0,0.0,0.0,0,0,2,2,1,1,3,2.0,100.0,250.0,3,2
R01855,3.0,0.0,0.0,0,0,3,2,1,1,3,0.0,0.0,0.0,4,2
R01856,3.0,0.0,0.0,0,0,3,2,1,1,3,0.0,0.0,0.0,4,2
R01857,3.0,0.0,0.0,0,0,3,2,1,1,5,0.0,0.0,0.0,4,0
R01858,3.0,0.0,0.0,0,0,3,2,2,1,2,0.0,0.0,0.0,4,3
R01859,3.0,0.0,0.0,0,0,4,2,1,8,4,0.0,0.0,0.0,4,4
R01860,3.0,0.0,0.0,0,0,4,2,2,1,4,0.0,0.0,0.0,4,0
R01861,3.0,0.0,0.0,0,0,2,2,1,1,2,0.0,0.0,0.0,4,3
R01862,3.0,0.0,0.0,0,0,4,2,1,1,3,0.0,0.0,0.0,4,4
R01863,3.0,0.0,0.0,0,0,4,2,1,1,2,0.0,0.0,0.0,4,3
R01864,3.0,0.0,0.0,0,0,4,2,1,1,9,0.0,0.0,0.0,4,0
R01865,3.0,0.0,0.0,0,0,3,2,1,1,3,0.0,0.0,0.0,4,2
R01866,3.0,0.0,0.0,0,0,3,2,2,1,4,0.0,0.0,0.0,4,4
R01867,3.0,0.0,0.0,0,0,3,2,1,1,5,0.0,0.0,0.0,4,0
R01868,3.0,0.0,0.0,0,0,3,2,1,1,4,2.0,402.0,90.0,3,2
R01869,3.0,0.0,0.0,0,0,3,2,1,1,4,2.0,402.0,90.0,3,0
R01870,3.0,0.0,0.0,0,0,4,2,1,1,3,4.0,402.0,120.0,3,4
R01871,3.0,0.0,0.0,0,0,3,2,1,1,5,0.0,0.0,0.0,4,0
R01872,3.0,0.0,0.0,0,0,4,2,2,4,2,0.0,0.0,0.0,4,3
R01873,3.0,0.0,0.0,0,0,3,2,2,1,2,2.0,402.0,250.0,3,3
R01874,3.0,0.0,0.0,0,0,2,2,1,1,2,0.0,0.0,0.0,4,3
R01875,3.0,0.0,0.0,0,0,2,2,1,1,3,0.0,0.0,0.0,4,2
R01876,3.0,0.0,0.0,0,0,4,2,1,1,3,2.0,402.0,590.0,2,2
R01877,3.0,0.0,0.0,0,0,3,2,1,1,2,4.0,402.0,150.0,3,3
R01878,3.0,0.0,0.0,0,0,2,2,1,4,2,2.0,402.0,90.0,3,3
R01879,3.0,0.0,0.0,0,0,4,2,1,1,2,0.0,0.0,0.0,4,3
R01880,3.0,0.0,0.0,0,0,3,2,1,1,4,2.0,402.0,60.0,3,4
R01881,3.0,0.0,0.0,0,0,2,2,1,1,4,0.0,0.0,0.0,4,4
R01882,3.0,0.0,0.0,0,0,4,2,1,1,2,0.0,0.0,0.0,4,3
R01883,3.0,0.0,0.0,0,0,4,2,1,1,2,0.0,0.0,0.0,4,3
R01884,3.0,0.0,0.0,0,0,4,2,1,1,4,5.0,402.0,300.0,3,4
R01885,3.0,0.0,0.0,0,0,4,2,1,1,4,0.0,0.0,0.0,4,4
R01886,3.0,0.0,0.0,0,0,3,2,1,1,2,2.0,100.0,180.0,3,3
R01887,3.0,0.0,0.0,0,0,3,2,1,1,2,2.0,402.0,310.0,2,3
R01888,3.0,0.0,0.0,0,0,3,2,1,1,3,0.0,0.0,0.0,4,3
R01889,3.0,0.0,0.0,0,0,2,2,1,1,4,0.0,0.0,0.0,4,4
R01890,3.0,0.0,0.0,0,0,4,2,2,1,4,9.0,402.0,0.0,1,0
R01891,3.0,0.0,0.0,0,0,4,2,1,8,9,2.0,514.0,20.0,1,0
R01892,3.0,0.0,0.0,0,0,4,2,1,1,4,2.0,100.0,180.0,3,4
R01893,3.0,0.0,0.0,0,0,3,2,2,1,5,2.0,402.0,70.0,3,4
R01894,3.0,0.0,0.0,0,0,2,2,1,1,4,0.0,0.0,0.0,4,4
R01895,3.0,0.0,0.0,0,0,4,2,1,1,5,2.0,100.0,270.0,3,0
R01896,3.0,0.0,0.0,0,0,2,7,0,1,5,0.0,0.0,0.0,4,0
R01897,3.0,0.0,0.0,0,0,3,2,1,1,2,0.0,0.0,0.0,4,3
R01898,3.0,0.0,0.0,0,0,2,2,1,1,2,0.0,0.0,0.0,4,3
R01899,3.0,0.0,0.0,0,0,4,2,1,1,9,0.0,0.0,0.0,4,0
R01900,3.0,0.0,0.0,0,0,3,2,2,7,3,0.0,0.0,0.0,4,2
R01901,3.0,0.0,0.0,0,0,2,2,1,1,3,0.0,0.0,0.0,4,3
R01902,3.0,0.0,0.0,0,0,2,2,1,1,3,0.0,0.0,0.0,4,3
R01903,13.0,0.0,0.0,0,0,3,2,1,1,4,0.0,0.0,0.0,4,4
R01904,3.0,0.0,0.0,0,0,3,2,2,1,4,2.0,100.0,200.0,3,2
R01905,3.0,0.0,0.0,0,0,3,2,2,1,7,2.0,402.0,70.0,3,0
R01906,3.0,0.0,0.0,0,0,4,7,2,4,1,0.0,0.0,0.0,4,3
R01907,3.0,0.0,0.0,0,0,3,2,2,1,3,0.0,0.0,0.0,4,2
R01908,3.0,0.0,0.0,0,0,4,2,1,1,2,0.0,0.0,0.0,4,3
R01909,3.0,0.0,0.0,0,0,4,2,2,1,2,0.0,0.0,0.0,4,3
R01910,3.0,0.0,0.0,0,0,3,2,1,1,4,0.0,0.0,0.0,4,0
R01911,3.0,0.0,0.0,0,0,3,2,1,1,2,4.0,402.0,150.0,3,3
R01912,3.0,0.0,0.0,0,0,2,2,2,1,4,4.0,402.0,150.0,3,2
R01913,3.0,0.0,0.0,0,0,2,2,2,1,6,2.0,402.0,500.0,2,0
R01914,3.0,0.0,0.0,0,0,3,2,2,1,3,2.0,402.0,90.0,3,2
R01915,3.0,0.0,0.0,0,0,3,2,2,1,2,0.0,0.0,0.0,4,3
R01916,3.0,0.0,0.0,0,0,3,2,1,1,2,2.0,100.0,250.0,3,3
R01917,3.0,0.0,0.0,0,0,3,2,1,4,2,0.0,0.0,0.0,4,3
R01918,3.0,0.0,0.0,0,0,2,2,2,1,4,2.0,402.0,120.0,3,3
R01919,3.0,0.0,0.0,0,0,4,8,1,1,4,0.0,0.0,0.0,4,0
R01920,3.0,0.0,0.0,0,0,2,2,1,1,5,2.0,402.0,20.0,1,0
R01921,3.0,0.0,0.0,0,0,4,2,2,8,5,0.0,0.0,0.0,4,0
R01922,3.0,0.0,0.0,0,0,4,2,1,1,1,2.0,100.0,145.0,3,3
R01923,3.0,0.0,0.0,0,0,3,2,1,0,4,2.0,402.0,250.0,3,0
R01924,3.0,0.0,0.0,0,0,3,2,1,1,4,0.0,0.0,0.0,4,4
R01925,5.0,0.0,0.0,0,0,3,2,1,1,5,0.0,0.0,0.0,4,0
