resume_seq,reg_date,updated_date,degree,graduate_date,hope_salary,last_salary,job_code_seq1,career_month,career_job_code,hischool_type_seq,hischool_special_type,hischool_nation,hischool_gender,hischool_location_seq,univ_type_seq1,univ_type_seq2,univ_transfer,univ_location,univ_major_type,univ_score,language,score,job,certificate_cnt,career,num_ng,user_preferred_location,task1,task2,task3,task4,task5,task6,task7
U01371,14,1,4,1,0.0,5.0,7,119,4,0,0,1,0,0,5,5,0,13,19,3,0.0,0.0,8,0,7~9년,6,3.0,0,5,0,1,0,0,0
U01372,11,9,4,2,0.0,2.0,7,64,4,21,1,2,3,3,5,5,0,3,8,3,0.0,0.0,5,1,1~3년,12,3.0,0,11,0,1,0,0,0
U01373,11,2,4,1,0.0,3.0,7,96,4,21,1,0,2,13,5,5,0,13,5,3,0.0,0.0,1,2,4~6년,3,3.0,0,3,0,0,0,0,0
U01374,16,3,3,2,0.0,3.0,7,108,4,21,1,2,3,9,5,5,0,9,9,3,0.0,0.0,5,3,4~6년,17,3.0,0,17,0,0,0,0,0
U01375,20,0,4,1,0.0,3.0,7,0,4,21,1,2,2,10,5,5,0,10,0,1,0.0,0.0,0,1,신입,11,3.0,0,11,0,0,0,0,0
U01376,20,10,4,1,3.0,3.0,7,85,4,21,1,2,3,11,5,5,0,11,4,4,0.0,0.0,5,1,4~6년,2,3.0,0,2,0,0,0,0,0
U01377,16,5,4,1,0.0,0.0,7,48,3,21,1,0,1,12,5,5,0,7,9,2,0.0,0.0,5,4,1~3년,25,3.0,0,21,0,2,2,0,0
U01378,20,11,4,0,0.0,3.0,7,38,3,0,0,1,0,0,0,0,0,0,9,1,0.0,0.0,0,2,1~3년,13,3.0,0,12,0,0,1,0,0
U01379,20,8,4,1,0.0,0.0,7,0,4,21,2,2,2,3,5,5,0,3,3,4,2.0,2.0,0,1,신입,5,3.0,0,5,0,0,0,0,0
U01380,15,0,4,2,0.0,3.0,6,53,1,21,1,2,2,5,5,5,0,17,9,3,0.0,0.0,5,6,1~3년,8,3.0,0,8,0,0,0,0,0
U01381,15,2,4,2,3.0,3.0,6,97,2,21,2,2,2,3,5,5,0,15,14,2,0.0,0.0,10,1,4~6년,3,3.0,0,3,0,0,0,0,0
U01382,12,0,4,1,0.0,0.0,7,108,4,21,1,2,2,3,5,5,0,10,19,2,0.0,0.0,5,0,4~6년,3,3.0,0,3,0,0,0,0,0
U01383,19,1,4,2,0.0,6.0,7,175,4,21,1,0,2,3,5,5,0,5,19,4,0.0,0.0,7,0,7~9년,33,3.0,0,33,0,0,0,0,0
U01384,20,10,4,1,3.0,3.0,7,34,4,0,0,1,0,0,5,5,0,4,18,2,0.0,0.0,9,4,신입,3,3.0,0,3,0,0,0,0,0
U01385,19,5,4,1,0.0,2.0,7,18,4,21,1,0,3,18,5,5,0,3,9,2,0.0,0.0,3,4,신입,2,3.0,0,2,0,0,0,0,0
U01386,16,4,4,1,0.0,0.0,7,98,3,21,1,2,2,3,5,5,0,11,9,1,0.0,0.0,5,1,4~6년,3,3.0,0,3,0,0,0,0,0
U01387,14,3,4,1,3.0,3.0,7,103,4,0,0,1,0,0,5,10,0,5,10,1,0.0,0.0,9,2,4~6년,8,3.0,0,8,0,0,0,0,0
U01388,20,9,4,2,3.0,2.0,7,51,4,21,1,0,1,3,5,5,0,3,19,3,0.0,0.0,0,0,1~3년,12,3.0,0,11,0,1,0,0,0
U01389,15,2,4,2,4.0,3.0,4,84,4,21,1,2,3,3,5,5,0,3,4,3,0.0,0.0,0,0,4~6년,2,3.0,0,2,0,0,0,0,0
U01390,13,7,4,2,0.0,0.0,7,144,4,21,1,2,3,9,5,5,0,3,9,1,0.0,0.0,5,0,7~9년,20,3.0,0,20,0,0,0,0,0
U01391,19,9,4,0,1.0,1.0,7,0,4,21,1,0,1,5,5,5,0,3,9,2,0.0,0.0,5,3,신입,8,3.0,0,4,0,1,2,0,1
U01392,18,11,4,1,0.0,1.0,4,0,3,21,2,2,2,3,5,5,0,5,9,2,0.0,0.0,5,3,신입,3,3.0,0,3,0,0,0,0,0
U01393,20,9,4,1,2.0,2.0,2,0,4,21,2,2,2,3,5,5,0,17,3,2,0.0,0.0,4,3,신입,2,3.0,0,2,0,0,0,0,0
U01394,13,1,4,0,0.0,3.0,7,84,4,21,1,2,3,3,5,5,0,3,9,2,0.0,0.0,5,2,4~6년,5,3.0,0,5,0,0,0,0,0
U01395,20,0,4,1,2.0,3.0,7,0,4,16,4,2,3,3,5,5,0,3,19,1,0.0,0.0,9,0,신입,2,3.0,0,2,0,0,0,0,0
U01396,19,5,4,1,0.0,0.0,7,50,4,21,1,0,1,5,5,5,0,5,9,1,0.0,0.0,5,1,1~3년,6,3.0,0,6,0,0,0,0,0
U01397,20,1,4,1,1.0,0.0,4,0,4,8,4,0,1,8,5,5,0,8,9,3,0.0,0.0,5,5,신입,13,3.0,0,6,0,0,7,0,0
U01398,17,8,4,1,0.0,2.0,4,48,4,16,4,2,3,10,5,5,0,18,9,2,0.0,0.0,5,2,1~3년,3,3.0,0,3,0,0,0,0,0
U01399,18,11,2,0,0.0,3.0,6,148,4,0,0,1,0,0,4,5,0,13,18,3,0.0,0.0,7,1,7~9년,8,3.0,0,8,0,0,0,0,0
U01400,20,7,4,2,3.0,3.0,7,90,4,21,1,0,1,3,5,10,0,5,19,2,0.0,0.0,1,0,4~6년,2,3.0,0,2,0,0,0,0,0
U01401,18,1,4,1,0.0,1.0,7,24,1,21,1,2,3,3,5,5,0,5,9,1,2.0,2.0,1,3,신입,13,3.0,0,11,0,0,2,0,0
U01402,20,7,4,1,0.0,4.0,7,66,4,21,1,2,2,6,5,5,0,6,0,2,0.0,0.0,10,4,1~3년,2,3.0,0,2,0,0,0,0,0
U01403,16,3,4,2,0.0,7.0,7,240,4,21,1,0,1,14,5,5,0,5,3,2,0.0,0.0,10,0,10~15년,5,3.0,0,5,0,0,0,0,0
U01404,17,2,4,0,0.0,3.0,7,82,4,21,1,0,3,12,5,5,0,11,9,4,0.0,0.0,5,1,4~6년,6,3.0,0,6,0,0,0,0,0
U01405,12,4,4,0,0.0,0.0,7,82,4,21,1,0,2,3,5,5,0,5,3,2,0.0,0.0,0,2,4~6년,20,3.0,0,20,0,0,0,0,0
U01406,18,11,4,1,0.0,3.0,7,68,4,21,1,1,1,8,5,5,0,8,9,1,0.0,0.0,1,5,1~3년,18,3.0,0,18,0,0,0,0,0
U01407,19,8,4,2,0.0,3.0,7,108,4,0,0,1,0,0,5,5,0,15,9,3,0.0,0.0,5,0,4~6년,5,3.0,0,5,0,0,0,0,0
U01408,10,0,4,3,0.0,5.0,7,264,4,21,2,0,2,8,3,5,0,8,10,3,0.0,0.0,5,1,21년 이상,6,3.0,0,6,0,0,0,0,0
U01409,20,7,4,1,5.0,6.0,7,125,4,0,0,1,0,0,0,0,0,0,9,2,0.0,0.0,5,0,7~9년,5,3.0,0,5,0,0,0,0,0
U01410,20,3,4,3,3.0,5.0,7,194,1,0,0,1,0,0,5,5,0,8,3,1,0.0,0.0,1,1,10~15년,2,3.0,0,2,0,0,0,0,0
U01411,11,5,4,2,0.0,4.0,7,146,4,21,1,2,3,11,5,5,0,11,4,1,0.0,0.0,5,1,7~9년,4,3.0,0,4,0,0,0,0,0
U01412,18,2,4,3,0.0,0.0,7,240,4,21,1,2,2,3,5,5,0,5,4,4,0.0,0.0,1,1,10~15년,9,3.0,0,9,0,0,0,0,0
U01413,12,0,4,1,0.0,4.0,7,104,4,21,1,0,2,13,5,5,0,17,6,2,0.0,0.0,10,1,4~6년,3,3.0,0,3,0,0,0,0,0
U01414,20,8,4,2,0.0,5.0,7,192,4,0,0,1,0,0,5,5,0,7,3,2,0.0,0.0,10,1,10~15년,3,3.0,0,3,0,0,0,0,0
U01415,20,4,4,1,0.0,0.0,7,0,2,0,0,1,0,0,5,5,0,3,9,3,0.0,0.0,0,0,신입,7,3.0,0,6,0,0,1,0,0
U01416,19,10,3,1,2.0,2.0,7,48,4,0,0,1,0,0,5,10,0,3,19,1,0.0,0.0,3,0,1~3년,2,3.0,0,2,0,0,0,0,0
U01417,14,3,4,2,0.0,4.0,7,168,4,21,1,2,2,8,5,5,0,10,0,2,0.0,0.0,0,1,7~9년,4,3.0,0,4,0,0,0,0,0
U01418,20,11,4,0,0.0,0.0,4,0,4,16,4,2,3,11,5,5,0,9,9,2,0.0,0.0,5,1,신입,2,3.0,0,2,0,0,0,0,0
U01419,17,3,5,2,4.0,4.0,4,133,4,21,1,2,2,3,5,5,0,3,9,4,0.0,0.0,1,0,7~9년,6,3.0,0,5,0,1,0,0,0
U01420,17,3,4,0,0.0,0.0,7,12,5,21,1,0,1,3,3,5,0,10,0,3,0.0,0.0,0,3,신입,3,3.0,0,2,0,0,1,0,0
U01421,17,9,4,1,0.0,2.0,2,32,1,21,2,2,2,3,5,5,0,10,4,4,0.0,0.0,1,2,신입,13,3.0,0,13,0,0,0,0,0
U01422,20,3,4,1,0.0,0.0,4,12,1,0,0,1,0,0,5,5,0,3,0,2,0.0,0.0,0,2,신입,2,3.0,0,1,0,1,0,0,0
U01423,20,10,4,1,2.0,2.0,7,20,4,21,1,2,1,5,0,0,0,0,9,2,0.0,0.0,5,3,신입,2,3.0,0,2,0,0,0,0,0
U01424,8,2,4,2,0.0,0.0,7,216,4,21,1,0,3,13,5,5,0,3,16,2,0.0,0.0,5,0,10~15년,7,3.0,0,7,0,0,0,0,0
U01425,19,3,4,1,2.0,2.0,7,24,1,21,1,0,1,5,5,5,0,17,9,1,0.0,0.0,0,1,신입,2,3.0,0,2,0,0,0,0,0
U01426,18,5,4,1,0.0,0.0,7,37,4,0,0,1,0,0,0,0,0,0,2,1,0.0,0.0,5,6,1~3년,8,3.0,0,8,0,0,0,0,0
U01427,19,3,5,2,3.0,3.0,7,84,4,0,0,1,0,0,5,5,0,3,9,1,0.0,0.0,0,0,4~6년,2,3.0,0,2,0,0,0,0,0
U01428,18,10,4,0,0.0,0.0,4,24,3,21,1,2,3,11,5,5,0,11,4,2,0.0,0.0,5,2,신입,6,3.0,0,5,0,0,1,0,0
U01429,20,1,4,1,4.0,4.0,7,142,4,21,1,2,3,11,5,5,0,3,0,3,0.0,0.0,8,1,7~9년,2,3.0,0,2,0,0,0,0,0
U01430,20,6,4,1,3.0,2.0,7,28,4,21,1,0,1,7,5,5,0,7,9,2,0.0,0.0,10,2,신입,6,3.0,0,6,0,0,0,0,0
U01431,19,0,4,3,0.0,8.0,7,324,4,21,1,2,2,9,5,5,0,9,4,1,0.0,0.0,9,0,21년 이상,3,3.0,0,3,0,0,0,0,0
U01432,11,11,4,3,0.0,4.0,7,189,4,21,1,0,2,3,5,5,0,17,8,4,0.0,0.0,1,4,10~15년,15,3.0,0,15,0,0,0,0,0
U01433,20,1,4,1,1.0,1.0,7,0,4,21,1,0,1,3,0,0,0,0,9,2,0.0,0.0,5,0,신입,12,3.0,0,9,0,1,2,0,0
U01434,15,5,4,2,3.0,3.0,4,60,4,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,5,0,1~3년,2,3.0,0,2,0,0,0,0,0
U01435,20,7,4,2,0.0,6.0,7,221,4,21,1,2,1,14,3,5,0,14,8,3,0.0,0.0,7,1,10~15년,5,3.0,0,5,0,0,0,0,0
U01436,20,11,3,0,0.0,0.0,7,55,4,21,1,0,1,18,0,0,0,0,9,2,0.0,0.0,0,0,1~3년,11,3.0,0,11,0,0,0,0,0
U01437,15,2,4,1,0.0,3.0,7,46,2,21,1,2,3,3,5,5,0,5,10,4,0.0,0.0,0,2,1~3년,8,3.0,0,7,0,0,1,0,0
U01438,20,2,4,2,0.0,5.0,7,206,4,21,1,0,2,17,2,5,0,3,8,3,0.0,0.0,7,0,10~15년,3,3.0,0,3,0,0,0,0,0
U01439,20,0,4,2,4.0,4.0,7,100,1,21,1,0,3,7,5,5,0,7,20,2,0.0,0.0,5,0,4~6년,3,3.0,0,3,0,0,0,0,0
U01440,19,2,4,1,2.0,2.0,7,43,4,21,1,0,1,5,5,5,0,18,9,4,0.0,0.0,3,0,1~3년,2,3.0,0,2,0,0,0,0,0
U01441,19,1,4,1,2.0,2.0,7,33,4,21,1,2,2,3,5,5,0,17,8,2,0.0,0.0,10,2,신입,3,3.0,0,3,0,0,0,0,0
U01442,16,0,4,1,2.0,2.0,7,36,4,21,1,0,1,5,5,5,0,3,3,3,4.0,1.0,0,2,신입,12,3.0,0,9,0,0,3,0,0
U01443,17,7,4,1,2.0,2.0,7,78,1,21,1,0,3,6,5,5,0,3,9,2,0.0,0.0,10,4,4~6년,6,3.0,0,6,0,0,0,0,0
U01444,19,8,4,2,0.0,5.0,7,158,2,0,0,1,0,0,5,5,0,10,5,3,0.0,0.0,1,0,7~9년,8,3.0,0,8,0,0,0,0,0
U01445,20,10,4,1,2.0,1.0,7,43,4,0,0,1,0,0,5,5,0,7,0,2,0.0,0.0,5,1,1~3년,7,3.0,0,7,0,0,0,0,0
U01446,11,9,4,1,0.0,5.0,7,120,4,21,2,0,1,9,5,5,0,7,9,1,0.0,0.0,5,1,7~9년,4,3.0,0,4,0,0,0,0,0
U01447,20,10,4,0,0.0,0.0,7,20,1,21,1,0,1,3,5,5,0,5,5,2,0.0,0.0,3,5,신입,3,3.0,0,3,0,0,0,0,0
U01448,20,5,2,1,2.0,2.0,7,23,4,21,1,0,1,5,5,5,0,3,10,4,0.0,0.0,1,6,신입,4,3.0,0,4,0,0,0,0,0
U01449,12,1,3,0,0.0,3.0,7,159,2,21,1,2,2,3,3,6,0,3,3,4,0.0,0.0,7,1,7~9년,41,3.0,0,41,0,0,0,0,0
U01450,16,4,4,2,0.0,0.0,7,92,4,21,1,0,1,3,5,5,0,5,19,1,0.0,0.0,5,0,4~6년,2,3.0,0,2,0,0,0,0,0
U01451,11,8,4,1,6.0,5.0,7,132,4,21,1,0,3,10,5,5,0,10,0,1,0.0,0.0,5,0,7~9년,10,3.0,0,10,0,0,0,0,0
U01452,20,1,4,2,6.0,6.0,7,219,4,21,2,2,2,3,3,5,0,4,3,2,0.0,0.0,7,0,10~15년,12,3.0,0,12,0,0,0,0,0
U01453,20,7,4,0,2.0,2.0,2,0,4,21,1,2,2,14,3,5,0,8,5,3,0.0,0.0,1,2,신입,4,3.0,0,4,0,0,0,0,0
U01454,19,3,4,0,2.0,2.0,7,0,4,0,0,1,0,0,5,5,0,3,8,1,0.0,0.0,0,0,신입,6,3.0,0,5,0,0,1,0,0
U01455,20,7,4,2,2.0,2.0,2,101,4,8,4,0,2,4,3,5,0,18,2,2,0.0,0.0,9,4,4~6년,6,3.0,0,6,0,0,0,0,0
U01456,19,9,4,1,2.0,2.0,7,32,5,21,1,2,3,3,5,5,0,3,9,2,0.0,0.0,5,1,신입,2,3.0,0,2,0,0,0,0,0
U01457,19,1,4,1,2.0,2.0,7,50,4,21,2,0,3,18,3,5,0,9,9,1,0.0,0.0,5,2,1~3년,4,3.0,0,4,0,0,0,0,0
U01458,19,7,4,0,0.0,2.0,7,27,4,0,0,1,0,5,0,0,0,0,9,3,2.0,2.0,0,1,신입,9,3.0,0,6,0,1,2,0,0
U01459,17,9,4,1,2.0,2.0,7,22,4,21,2,2,3,3,5,5,0,3,19,1,0.0,0.0,5,3,신입,10,3.0,0,9,0,1,0,0,0
U01460,13,8,4,2,0.0,3.0,2,106,4,21,1,2,2,3,5,5,0,5,0,1,0.0,0.0,9,1,4~6년,9,3.0,0,9,0,0,0,0,0
U01461,14,0,3,1,0.0,2.0,2,63,4,0,0,1,0,0,0,0,0,0,20,1,0.0,0.0,1,1,1~3년,4,3.0,0,4,0,0,0,0,0
U01462,14,0,4,1,0.0,0.0,7,73,4,21,1,2,1,3,5,5,0,3,9,2,0.0,0.0,9,2,4~6년,3,3.0,0,3,0,0,0,0,0
U01463,19,1,4,0,0.0,0.0,7,0,4,21,1,0,3,6,5,5,0,5,19,2,0.0,0.0,5,1,신입,5,3.0,0,5,0,0,0,0,0
U01464,20,6,4,0,0.0,0.0,7,0,3,21,1,0,3,6,5,5,0,10,9,2,0.0,0.0,1,4,신입,3,3.0,0,2,0,1,0,0,0
U01465,18,2,4,1,0.0,2.0,7,96,2,21,1,2,1,14,5,5,0,8,12,2,0.0,0.0,7,3,4~6년,10,3.0,0,10,0,0,0,0,0
U01466,20,3,4,1,0.0,3.0,7,69,4,21,2,2,2,3,5,5,0,3,11,4,0.0,0.0,10,0,1~3년,8,3.0,0,8,0,0,0,0,0
U01467,13,3,4,1,2.0,2.0,7,40,4,21,1,0,3,15,5,5,0,15,4,2,0.0,0.0,0,3,1~3년,7,3.0,0,7,0,0,0,0,0
U01468,19,5,4,1,0.0,0.0,4,0,4,0,0,1,0,0,5,5,0,18,9,2,0.0,0.0,0,1,신입,2,3.0,0,2,0,0,0,0,0
U01469,19,9,4,0,0.0,0.0,7,18,4,21,1,2,1,3,5,5,0,3,9,2,0.0,0.0,5,1,신입,3,3.0,0,3,0,0,0,0,0
U01470,13,11,4,2,0.0,4.0,7,120,4,21,1,0,2,13,5,8,0,15,6,1,0.0,0.0,0,2,7~9년,5,3.0,0,5,0,0,0,0,0
U01471,20,8,4,0,4.0,4.0,7,55,4,21,1,2,3,13,5,5,0,5,8,2,2.0,1.0,9,2,1~3년,3,3.0,0,3,0,0,0,0,0
U01472,10,2,4,2,0.0,3.0,7,108,4,21,1,0,1,5,5,5,0,18,0,2,0.0,0.0,5,0,4~6년,16,3.0,0,16,0,0,0,0,0
U01473,18,5,4,1,0.0,0.0,7,57,4,0,0,1,0,0,5,5,0,3,9,4,0.0,0.0,5,0,1~3년,5,3.0,0,5,0,0,0,0,0
U01474,19,2,2,1,0.0,6.0,7,136,4,21,1,0,2,5,5,5,0,13,3,3,0.0,0.0,0,0,7~9년,11,3.0,0,10,0,0,1,0,0
U01475,18,5,4,1,0.0,1.0,4,36,4,21,2,2,1,7,5,5,0,10,19,2,0.0,0.0,5,2,신입,6,3.0,0,5,0,1,0,0,0
U01476,19,2,2,2,2.0,2.0,6,90,2,0,0,1,0,0,5,10,0,5,4,2,0.0,0.0,7,1,4~6년,2,3.0,0,2,0,0,0,0,0
U01477,20,5,4,2,2.0,2.0,7,78,4,21,1,0,2,15,0,0,0,0,2,4,0.0,0.0,1,0,4~6년,3,3.0,0,2,0,0,1,0,0
U01478,15,7,4,1,0.0,5.0,7,138,2,21,1,0,3,3,5,5,0,5,8,2,0.0,0.0,1,0,7~9년,2,3.0,0,2,0,0,0,0,0
U01479,10,0,4,1,5.0,4.0,7,120,4,21,1,2,2,5,5,5,0,3,9,3,0.0,0.0,5,0,7~9년,12,3.0,0,11,0,0,1,0,0
U01480,15,6,3,2,3.0,3.0,7,72,4,21,1,2,1,0,0,0,0,0,19,2,0.0,0.0,9,1,1~3년,13,3.0,0,13,0,0,0,0,0
U01481,20,8,4,3,5.0,5.0,7,219,4,21,1,2,2,8,3,5,0,8,10,2,0.0,0.0,9,1,10~15년,3,3.0,0,3,0,0,0,0,0
U01482,20,7,4,1,1.0,0.0,4,6,4,21,1,0,3,12,5,5,0,12,20,2,0.0,0.0,1,3,신입,3,3.0,0,2,0,0,1,0,0
U01483,19,1,4,0,2.0,2.0,7,6,4,2,4,0,1,7,5,5,0,9,9,2,2.0,2.0,5,1,신입,6,3.0,0,6,0,0,0,0,0
U01484,20,7,4,0,0.0,0.0,7,0,4,8,4,2,1,3,5,5,0,18,9,4,0.0,0.0,5,0,신입,2,3.0,0,2,0,0,0,0,0
U01485,19,0,4,1,3.0,3.0,7,74,2,21,1,0,1,3,5,5,0,17,3,2,0.0,0.0,7,3,4~6년,3,3.0,0,3,0,0,0,0,0
U01486,20,10,5,2,6.0,6.0,7,204,2,0,0,1,0,0,5,5,0,11,19,2,0.0,0.0,5,1,10~15년,10,3.0,0,10,0,0,0,0,0
U01487,20,8,4,2,0.0,3.0,7,150,2,0,0,1,0,0,5,5,0,7,4,3,0.0,0.0,7,2,7~9년,12,3.0,0,12,0,0,0,0,0
U01488,20,10,4,0,0.0,2.0,7,25,2,0,0,1,0,0,5,10,0,3,19,2,2.0,2.0,0,5,신입,6,3.0,0,6,0,0,0,0,0
U01489,17,4,4,1,2.0,2.0,7,41,4,0,0,1,0,0,3,5,0,18,8,2,0.0,0.0,0,1,1~3년,6,3.0,0,6,0,0,0,0,0
U01490,20,4,4,1,0.0,0.0,4,10,4,21,1,2,3,11,5,5,0,11,4,2,0.0,0.0,5,1,신입,4,3.0,0,1,0,0,3,0,0
U01491,16,1,4,1,2.0,2.0,7,32,4,21,2,2,2,11,5,5,0,3,9,3,0.0,0.0,7,2,신입,2,3.0,0,0,0,0,2,0,0
U01492,15,8,4,1,5.0,5.0,7,121,1,0,0,1,0,0,4,5,0,13,4,4,0.0,0.0,5,3,7~9년,3,3.0,0,3,0,0,0,0,0
U01493,16,8,2,1,0.0,4.0,7,132,4,21,2,0,3,10,3,5,0,10,10,1,0.0,0.0,0,1,7~9년,6,3.0,0,6,0,0,0,0,0
U01494,20,2,4,1,0.0,4.0,7,132,4,21,1,0,1,3,5,5,0,5,18,3,0.0,0.0,7,0,7~9년,2,3.0,0,2,0,0,0,0,0
U01495,17,3,4,1,2.0,0.0,7,0,4,21,1,2,3,3,0,0,0,0,9,1,0.0,0.0,5,1,신입,2,3.0,0,2,0,0,0,0,0
U01496,19,4,4,1,0.0,2.0,7,26,4,21,1,2,1,15,3,5,0,15,4,2,0.0,0.0,10,3,신입,8,3.0,0,8,0,0,0,0,0
U01497,18,11,4,0,0.0,0.0,7,51,4,21,1,2,1,15,5,5,0,5,5,2,0.0,0.0,0,1,1~3년,3,3.0,0,3,0,0,0,0,0
U01498,14,7,4,0,4.0,3.0,7,96,2,21,1,0,1,3,5,5,0,3,0,2,0.0,0.0,0,0,4~6년,2,3.0,0,2,0,0,0,0,0
U01499,18,9,4,1,2.0,2.0,2,36,4,21,1,2,1,5,5,5,0,3,8,2,2.0,1.0,7,3,신입,15,3.0,0,13,0,0,2,0,0
U01500,19,5,4,1,2.0,2.0,7,3,4,16,4,0,1,15,5,5,0,15,3,3,0.0,0.0,0,3,신입,8,3.0,0,7,0,0,1,0,0
U01501,16,2,4,0,3.0,2.0,7,44,4,21,1,0,1,13,5,10,0,5,9,2,0.0,0.0,7,2,1~3년,4,3.0,0,4,0,0,0,0,0
U01502,20,9,4,2,0.0,5.0,7,192,4,0,0,1,0,0,5,5,0,7,0,2,0.0,0.0,10,1,10~15년,3,3.0,0,3,0,0,0,0,0
U01503,16,3,4,2,0.0,3.0,7,60,1,0,0,1,0,5,5,5,0,13,3,2,0.0,0.0,0,1,1~3년,6,3.0,0,6,0,0,0,0,0
U01504,10,2,4,1,5.0,4.0,7,108,3,16,4,2,3,14,5,10,0,5,9,2,0.0,0.0,5,1,4~6년,30,3.0,0,22,0,1,7,0,0
U01505,20,5,5,1,0.0,2.0,7,20,4,21,1,2,3,3,5,5,0,3,0,1,0.0,0.0,10,3,신입,2,3.0,0,2,0,0,0,0,0
U01506,20,4,3,0,0.0,2.0,7,13,4,21,1,0,1,3,0,0,0,0,5,4,0.0,0.0,0,1,신입,3,3.0,0,3,0,0,0,0,0
U01507,19,2,4,0,0.0,0.0,4,12,3,0,0,1,0,0,5,5,0,3,9,2,0.0,0.0,5,5,신입,3,3.0,0,3,0,0,0,0,0
U01508,16,11,5,1,2.0,0.0,7,45,4,0,0,1,0,0,5,5,0,7,9,1,0.0,0.0,5,2,1~3년,8,3.0,0,8,0,0,0,0,0
U01509,19,3,4,0,0.0,0.0,7,11,3,21,1,0,1,5,5,5,0,5,9,2,0.0,0.0,0,2,신입,3,3.0,0,2,0,0,1,0,0
U01510,20,8,4,2,6.0,6.0,7,164,4,21,1,2,2,15,5,5,0,10,3,2,0.0,0.0,7,0,7~9년,4,3.0,0,4,0,0,0,0,0
U01511,20,5,4,1,0.0,0.0,7,24,4,0,0,1,0,3,0,0,0,0,5,2,2.0,3.0,1,3,신입,3,3.0,0,3,0,0,0,0,0
U01512,18,7,4,1,2.0,1.0,7,18,4,21,1,0,1,5,3,5,0,9,9,2,0.0,0.0,10,1,신입,6,3.0,0,6,0,0,0,0,0
U01513,9,6,4,2,0.0,4.0,7,131,2,21,1,0,3,18,5,5,0,10,20,2,0.0,0.0,5,1,7~9년,3,3.0,0,3,0,0,0,0,0
U01514,16,2,4,2,0.0,5.0,7,137,4,21,1,0,2,3,5,5,0,3,10,2,0.0,0.0,5,0,7~9년,8,3.0,0,8,0,0,0,0,0
U01515,20,10,4,0,0.0,0.0,7,0,4,0,0,1,0,0,5,5,0,9,3,2,0.0,0.0,0,2,신입,2,3.0,0,2,0,0,0,0,0
U01516,19,10,4,2,0.0,9.0,7,240,4,0,0,1,0,0,5,5,0,3,0,2,0.0,0.0,5,0,10~15년,2,3.0,0,2,0,0,0,0,0
U01517,20,11,4,0,0.0,0.0,7,0,4,21,1,2,1,11,0,0,0,0,9,2,0.0,0.0,5,3,신입,4,3.0,0,4,0,0,0,0,0
U01518,20,4,4,1,0.0,0.0,7,6,3,0,0,1,0,11,5,5,0,11,9,3,0.0,0.0,5,1,신입,3,3.0,0,3,0,0,0,0,0
U01519,16,3,4,1,0.0,0.0,7,27,4,21,1,0,1,5,5,5,0,3,9,2,0.0,0.0,1,1,신입,6,3.0,0,6,0,0,0,0,0
U01520,10,9,4,1,0.0,0.0,7,143,3,21,1,0,1,3,5,5,0,18,9,3,0.0,0.0,5,2,7~9년,12,3.0,0,11,0,1,0,0,0
U01521,18,2,4,1,0.0,2.0,7,51,4,21,1,2,1,3,5,5,0,4,5,2,0.0,0.0,6,1,1~3년,2,3.0,0,2,0,0,0,0,0
U01522,17,0,4,2,0.0,4.0,2,126,1,21,1,2,2,3,5,5,0,3,8,4,0.0,0.0,4,0,7~9년,3,3.0,0,3,0,0,0,0,0
U01523,19,11,4,0,0.0,1.0,7,3,4,19,3,2,1,9,5,5,0,7,9,2,0.0,0.0,5,0,신입,5,3.0,0,5,0,0,0,0,0
U01524,12,7,4,3,0.0,3.0,7,144,4,21,1,0,1,3,5,5,0,3,18,3,0.0,0.0,9,1,7~9년,3,3.0,0,3,0,0,0,0,0
U01525,20,10,4,1,0.0,2.0,7,53,5,21,1,0,1,5,0,0,0,0,5,1,0.0,0.0,0,3,1~3년,2,3.0,0,2,0,0,0,0,0
U01526,14,9,4,1,4.0,3.0,7,108,4,21,1,0,1,3,5,5,0,3,9,3,0.0,0.0,5,0,4~6년,4,3.0,0,4,0,0,0,0,0
U01527,20,7,4,1,2.0,2.0,2,36,1,21,1,0,3,14,5,5,0,3,3,2,2.0,3.0,4,0,신입,3,3.0,0,3,0,0,0,0,0
U01528,20,7,4,0,2.0,3.0,7,0,2,21,1,0,1,5,5,5,0,5,3,2,0.0,0.0,0,2,신입,3,3.0,0,2,0,0,1,0,0
U01529,6,0,4,1,0.0,4.0,7,156,4,21,2,0,2,6,3,5,0,9,4,2,0.0,0.0,5,2,7~9년,3,3.0,0,3,0,0,0,0,0
U01530,9,10,4,2,0.0,6.0,7,170,4,0,0,1,0,0,3,5,0,4,0,2,0.0,0.0,7,0,7~9년,7,3.0,0,7,0,0,0,0,0
U01531,20,8,4,1,1.0,1.0,7,0,4,16,4,0,3,15,3,5,0,15,4,4,0.0,0.0,3,2,신입,2,3.0,0,2,0,0,0,0,0
U01532,18,8,4,0,2.0,0.0,7,26,4,21,2,0,3,18,3,5,0,7,19,2,0.0,0.0,0,8,신입,3,3.0,0,3,0,0,0,0,0
U01533,20,11,4,2,0.0,6.0,7,132,3,21,1,0,3,3,0,0,0,0,9,4,0.0,0.0,5,0,7~9년,2,3.0,0,2,0,0,0,0,0
